tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
868,0.868,B,notify,rudder_controller1_bus,rudder1,13,RequestService,rudder1#8,,SERVICE,
868,0.868,B,service,rudder_controller1_bus,rudder1,13,RequestService,rudder1#8,,SERVICE,,118,_valueCurrent=,34.6,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
868,0.868,B,notify,rudder_bus1,rudder_controller1,123,RequestService,rudder_controller1#1,,SERVICE,
869,0.869,B,notify,rudder_controller1_bus,rudder1,14,RequestService,rudder1#8,,SERVICE,
869,0.869,B,service,rudder_controller1_bus,rudder1,14,RequestService,rudder1#8,,SERVICE,,119,_valueCurrent=,33.1,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
869,0.869,B,notify,rudder_bus1,rudder_controller1,124,RequestService,rudder_controller1#1,,SERVICE,
870,0.870,B,notify,rudder_controller1_bus,rudder1,15,RequestService,rudder1#8,,SERVICE,
870,0.870,B,service,rudder_controller1_bus,rudder1,15,RequestService,rudder1#8,,SERVICE,,120,_valueCurrent=,31.6,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
870,0.870,B,notify,rudder_bus1,rudder_controller1,125,RequestService,rudder_controller1#1,,SERVICE,
871,0.871,B,notify,rudder_controller1_bus,rudder1,16,RequestService,rudder1#8,,SERVICE,
871,0.871,B,service,rudder_controller1_bus,rudder1,16,RequestService,rudder1#8,,SERVICE,,121,_valueCurrent=,30.1,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
871,0.871,B,notify,rudder_bus1,rudder_controller1,126,RequestService,rudder_controller1#1,,SERVICE,
872,0.872,B,notify,rudder_controller1_bus,rudder1,17,RequestService,rudder1#8,,SERVICE,
872,0.872,B,service,rudder_controller1_bus,rudder1,17,RequestService,rudder1#8,,SERVICE,,122,_valueCurrent=,28.6,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
872,0.872,B,notify,rudder_bus1,rudder_controller1,127,RequestService,rudder_controller1#1,,SERVICE,
873,0.873,B,notify,rudder_controller1_bus,rudder1,18,RequestService,rudder1#8,,SERVICE,
873,0.873,B,service,rudder_controller1_bus,rudder1,18,RequestService,rudder1#8,,SERVICE,,123,_valueCurrent=,27.1,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
873,0.873,B,notify,rudder_bus1,rudder_controller1,128,RequestService,rudder_controller1#1,,SERVICE,
874,0.874,B,notify,rudder_controller1_bus,rudder1,19,RequestService,rudder1#8,,SERVICE,
874,0.874,B,service,rudder_controller1_bus,rudder1,19,RequestService,rudder1#8,,SERVICE,,124,_valueCurrent=,25.6,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
874,0.874,B,notify,rudder_bus1,rudder_controller1,129,RequestService,rudder_controller1#1,,SERVICE,
875,0.875,B,notify,rudder_controller1_bus,rudder1,20,RequestService,rudder1#8,,SERVICE,
875,0.875,B,service,rudder_controller1_bus,rudder1,20,RequestService,rudder1#8,,SERVICE,,125,_valueCurrent=,24.1,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
875,0.875,B,notify,rudder_bus1,rudder_controller1,130,RequestService,rudder_controller1#1,,SERVICE,
876,0.876,B,notify,rudder_controller1_bus,rudder1,21,RequestService,rudder1#8,,SERVICE,
876,0.876,B,service,rudder_controller1_bus,rudder1,21,RequestService,rudder1#8,,SERVICE,,126,_valueCurrent=,22.6,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
876,0.876,B,notify,rudder_bus1,rudder_controller1,131,RequestService,rudder_controller1#1,,SERVICE,
877,0.877,B,notify,rudder_controller1_bus,rudder1,22,RequestService,rudder1#8,,SERVICE,
877,0.877,B,service,rudder_controller1_bus,rudder1,22,RequestService,rudder1#8,,SERVICE,,127,_valueCurrent=,21.1,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
877,0.877,B,notify,rudder_bus1,rudder_controller1,132,RequestService,rudder_controller1#1,,SERVICE,
878,0.878,B,notify,rudder_controller1_bus,rudder1,23,RequestService,rudder1#8,,SERVICE,
878,0.878,B,service,rudder_controller1_bus,rudder1,23,RequestService,rudder1#8,,SERVICE,,128,_valueCurrent=,19.6,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
878,0.878,B,notify,rudder_bus1,rudder_controller1,133,RequestService,rudder_controller1#1,,SERVICE,
879,0.879,B,notify,rudder_controller1_bus,rudder1,24,RequestService,rudder1#8,,SERVICE,
879,0.879,B,service,rudder_controller1_bus,rudder1,24,RequestService,rudder1#8,,SERVICE,,129,_valueCurrent=,18.1,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
879,0.879,B,notify,rudder_bus1,rudder_controller1,134,RequestService,rudder_controller1#1,,SERVICE,
880,0.880,B,notify,rudder_controller1_bus,rudder1,25,RequestService,rudder1#8,,SERVICE,
880,0.880,B,service,rudder_controller1_bus,rudder1,25,RequestService,rudder1#8,,SERVICE,,130,_valueCurrent=,16.6,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
880,0.880,B,notify,rudder_bus1,rudder_controller1,135,RequestService,rudder_controller1#1,,SERVICE,
881,0.881,B,notify,rudder_controller1_bus,rudder1,26,RequestService,rudder1#8,,SERVICE,
881,0.881,B,service,rudder_controller1_bus,rudder1,26,RequestService,rudder1#8,,SERVICE,,131,_valueCurrent=,15.100000000000001,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
881,0.881,B,notify,rudder_bus1,rudder_controller1,136,RequestService,rudder_controller1#1,,SERVICE,
882,0.882,B,notify,rudder_controller1_bus,rudder1,27,RequestService,rudder1#8,,SERVICE,
882,0.882,B,service,rudder_controller1_bus,rudder1,27,RequestService,rudder1#8,,SERVICE,,132,_valueCurrent=,13.600000000000001,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
882,0.882,B,notify,rudder_bus1,rudder_controller1,137,RequestService,rudder_controller1#1,,SERVICE,
883,0.883,B,notify,rudder_controller1_bus,rudder1,28,RequestService,rudder1#8,,SERVICE,
883,0.883,B,service,rudder_controller1_bus,rudder1,28,RequestService,rudder1#8,,SERVICE,,133,_valueCurrent=,12.100000000000001,valueTarget=,-0.0,_speedCurrent=,1.5,speedChange=NONE,_isTerminating=false,isArrived=false
883,0.883,B,notify,rudder_bus1,rudder_controller1,138,RequestService,rudder_controller1#1,,SERVICE,
884,0.884,B,notify,rudder_controller1_bus,rudder1,29,RequestService,rudder1#8,,SERVICE,
884,0.884,B,service,rudder_controller1_bus,rudder1,29,RequestService,rudder1#8,,SERVICE,,134,_valueCurrent=,10.600000000000001,valueTarget=,-0.0,_speedCurrent=,1.4,speedChange=DECELERATING,_isTerminating=false,isArrived=false
884,0.884,B,notify,rudder_bus1,rudder_controller1,139,RequestService,rudder_controller1#1,,SERVICE,
885,0.885,B,notify,rudder_controller1_bus,rudder1,30,RequestService,rudder1#8,,SERVICE,
885,0.885,B,service,rudder_controller1_bus,rudder1,30,RequestService,rudder1#8,,SERVICE,,135,_valueCurrent=,9.200000000000001,valueTarget=,-0.0,_speedCurrent=,1.2999999999999998,speedChange=DECELERATING,_isTerminating=false,isArrived=false
885,0.885,B,notify,rudder_bus1,rudder_controller1,140,RequestService,rudder_controller1#1,,SERVICE,
886,0.886,B,notify,rudder_controller1_bus,rudder1,31,RequestService,rudder1#8,,SERVICE,
886,0.886,B,service,rudder_controller1_bus,rudder1,31,RequestService,rudder1#8,,SERVICE,,136,_valueCurrent=,7.900000000000001,valueTarget=,-0.0,_speedCurrent=,1.1999999999999997,speedChange=DECELERATING,_isTerminating=false,isArrived=false
886,0.886,B,notify,rudder_bus1,rudder_controller1,141,RequestService,rudder_controller1#1,,SERVICE,
887,0.887,B,notify,rudder_controller1_bus,rudder1,32,RequestService,rudder1#8,,SERVICE,
887,0.887,B,service,rudder_controller1_bus,rudder1,32,RequestService,rudder1#8,,SERVICE,,137,_valueCurrent=,6.700000000000001,valueTarget=,-0.0,_speedCurrent=,1.0999999999999996,speedChange=DECELERATING,_isTerminating=false,isArrived=false
887,0.887,B,notify,rudder_bus1,rudder_controller1,142,RequestService,rudder_controller1#1,,SERVICE,
888,0.888,B,notify,rudder_controller1_bus,rudder1,33,RequestService,rudder1#8,,SERVICE,
888,0.888,B,service,rudder_controller1_bus,rudder1,33,RequestService,rudder1#8,,SERVICE,,138,_valueCurrent=,5.600000000000001,valueTarget=,-0.0,_speedCurrent=,0.9999999999999997,speedChange=DECELERATING,_isTerminating=false,isArrived=false
888,0.888,B,notify,rudder_bus1,rudder_controller1,143,RequestService,rudder_controller1#1,,SERVICE,
889,0.889,B,notify,rudder_controller1_bus,rudder1,34,RequestService,rudder1#8,,SERVICE,
889,0.889,B,service,rudder_controller1_bus,rudder1,34,RequestService,rudder1#8,,SERVICE,,139,_valueCurrent=,4.600000000000001,valueTarget=,-0.0,_speedCurrent=,0.8999999999999997,speedChange=DECELERATING,_isTerminating=false,isArrived=false
889,0.889,B,notify,rudder_bus1,rudder_controller1,144,RequestService,rudder_controller1#1,,SERVICE,
890,0.890,B,notify,rudder_controller1_bus,rudder1,35,RequestService,rudder1#8,,SERVICE,
890,0.890,B,service,rudder_controller1_bus,rudder1,35,RequestService,rudder1#8,,SERVICE,,140,_valueCurrent=,3.700000000000002,valueTarget=,-0.0,_speedCurrent=,0.7999999999999997,speedChange=DECELERATING,_isTerminating=false,isArrived=false
890,0.890,B,notify,rudder_bus1,rudder_controller1,145,RequestService,rudder_controller1#1,,SERVICE,
891,0.891,B,notify,rudder_controller1_bus,rudder1,36,RequestService,rudder1#8,,SERVICE,
891,0.891,B,service,rudder_controller1_bus,rudder1,36,RequestService,rudder1#8,,SERVICE,,141,_valueCurrent=,2.900000000000002,valueTarget=,-0.0,_speedCurrent=,0.6999999999999997,speedChange=DECELERATING,_isTerminating=false,isArrived=false
891,0.891,B,notify,rudder_bus1,rudder_controller1,146,RequestService,rudder_controller1#1,,SERVICE,
892,0.892,B,notify,rudder_controller1_bus,rudder1,37,RequestService,rudder1#8,,SERVICE,
892,0.892,B,service,rudder_controller1_bus,rudder1,37,RequestService,rudder1#8,,SERVICE,,142,_valueCurrent=,2.2000000000000024,valueTarget=,-0.0,_speedCurrent=,0.5999999999999998,speedChange=DECELERATING,_isTerminating=false,isArrived=false
892,0.892,B,notify,rudder_bus1,rudder_controller1,147,RequestService,rudder_controller1#1,,SERVICE,
893,0.893,B,notify,rudder_controller1_bus,rudder1,38,RequestService,rudder1#8,,SERVICE,
893,0.893,B,service,rudder_controller1_bus,rudder1,38,RequestService,rudder1#8,,SERVICE,,143,_valueCurrent=,1.6000000000000028,valueTarget=,-0.0,_speedCurrent=,0.4999999999999998,speedChange=DECELERATING,_isTerminating=false,isArrived=false
893,0.893,B,notify,rudder_bus1,rudder_controller1,148,RequestService,rudder_controller1#1,,SERVICE,
894,0.894,B,notify,rudder_controller1_bus,rudder1,39,RequestService,rudder1#8,,SERVICE,
894,0.894,B,service,rudder_controller1_bus,rudder1,39,RequestService,rudder1#8,,SERVICE,,144,_valueCurrent=,1.100000000000003,valueTarget=,-0.0,_speedCurrent=,0.3999999999999998,speedChange=DECELERATING,_isTerminating=false,isArrived=false
894,0.894,B,notify,rudder_bus1,rudder_controller1,149,RequestService,rudder_controller1#1,,SERVICE,
895,0.895,B,notify,rudder_controller1_bus,rudder1,40,RequestService,rudder1#8,,SERVICE,
895,0.895,B,service,rudder_controller1_bus,rudder1,40,RequestService,rudder1#8,,SERVICE,,145,_valueCurrent=,0.7000000000000032,valueTarget=,-0.0,_speedCurrent=,0.2999999999999998,speedChange=DECELERATING,_isTerminating=false,isArrived=false
895,0.895,B,notify,rudder_bus1,rudder_controller1,150,RequestService,rudder_controller1#1,,SERVICE,
896,0.896,B,notify,rudder_controller1_bus,rudder1,41,RequestService,rudder1#8,,SERVICE,
896,0.896,B,service,rudder_controller1_bus,rudder1,41,RequestService,rudder1#8,,SERVICE,,146,_valueCurrent=,0.40000000000000335,valueTarget=,-0.0,_speedCurrent=,0.19999999999999982,speedChange=DECELERATING,_isTerminating=false,isArrived=false
896,0.896,B,notify,rudder_bus1,rudder_controller1,151,RequestService,rudder_controller1#1,,SERVICE,
897,0.897,B,notify,rudder_controller1_bus,rudder1,42,RequestService,rudder1#8,,SERVICE,
897,0.897,B,service,rudder_controller1_bus,rudder1,42,RequestService,rudder1#8,,SERVICE,,147,_valueCurrent=,0.20000000000000354,valueTarget=,-0.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
897,0.897,B,notify,rudder_bus1,rudder_controller1,152,RequestService,rudder_controller1#1,,SERVICE,
898,0.898,B,notify,rudder_controller1_bus,rudder1,43,RequestService,rudder1#8,,SERVICE,
898,0.898,B,service,rudder_controller1_bus,rudder1,43,RequestService,rudder1#8,,SERVICE,,148,_valueCurrent=,0.10000000000000353,valueTarget=,-0.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
898,0.898,B,notify,rudder_bus1,rudder_controller1,153,RequestService,rudder_controller1#1,,SERVICE,
899,0.899,B,notify,rudder_controller1_bus,rudder1,44,RequestService,rudder1#8,,SERVICE,
899,0.899,B,service,rudder_controller1_bus,rudder1,44,RequestService,rudder1#8,,SERVICE,,149,_valueCurrent=,3.524958103184872E-15,valueTarget=,-0.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
899,0.899,B,notify,rudder_bus1,rudder_controller1,154,RequestService,rudder_controller1#1,,SERVICE,
900,0.900,B,notify,rudder_controller1_bus,rudder1,45,RequestService,rudder1#8,,SERVICE,
900,0.900,B,service,rudder_controller1_bus,rudder1,45,RequestService,rudder1#8,,SERVICE,,150,_valueCurrent=,-0.0,valueTarget=,-0.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=true
900,0.900,C,submit,rudder_controller1_bus,rudder1,0,RequestCancel,rudder1#9,rudder1#8,UNBOUND
900,0.900,B,notify,rudder_controller1_bus,rudder1,45,RequestService,rudder1#8,,CANCEL,
900,0.900,D,respond,rudder_controller1_bus,rudder1,0,RequestCancel,rudder1#9,rudder1#8,,ACCEPTED_SERVICING
900,0.900,B,notify,rudder_bus1,rudder_controller1,155,RequestService,rudder_controller1#1,,SERVICE,
901,0.901,B,notify,rudder_bus1,rudder_controller1,156,RequestService,rudder_controller1#1,,SERVICE,
902,0.902,C,submit,rudder_bus1,rudder_controller1,0,RequestService,rudder_controller1#10,,UNBOUND
902,0.902,B,notify,rudder_bus1,rudder_controller1,0,RequestService,rudder_controller1#7,,CANCEL,
902,0.902,B,notify,rudder_bus1,rudder_controller1,0,RequestService,rudder_controller1#10,,TERMINATE,
902,0.902,C,submit,rudder_controller1_bus,rudder1,0,RequestService,rudder1#11,,UNBOUND
902,0.902,D,respond,rudder_controller1_bus,rudder1,0,RequestService,rudder1#11,,,ACCEPTED_SERVICING
902,0.902,D,respond,rudder_bus1,rudder_controller1,0,RequestService,rudder_controller1#10,,,ACCEPTED_SERVICING
902,0.902,B,notify,rudder_controller1_bus,rudder1,1,RequestService,rudder1#11,,SERVICE,
902,0.902,B,service,rudder_controller1_bus,rudder1,1,RequestService,rudder1#11,,SERVICE,,151,_valueCurrent=,-0.1,valueTarget=,-30.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
902,0.902,B,notify,rudder_bus1,rudder_controller1,157,RequestService,rudder_controller1#1,,SERVICE,
903,0.903,B,notify,rudder_controller1_bus,rudder1,2,RequestService,rudder1#11,,SERVICE,
903,0.903,B,service,rudder_controller1_bus,rudder1,2,RequestService,rudder1#11,,SERVICE,,152,_valueCurrent=,-0.30000000000000004,valueTarget=,-30.0,_speedCurrent=,0.30000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
903,0.903,B,notify,rudder_bus1,rudder_controller1,158,RequestService,rudder_controller1#1,,SERVICE,
904,0.904,B,notify,rudder_controller1_bus,rudder1,3,RequestService,rudder1#11,,SERVICE,
904,0.904,B,service,rudder_controller1_bus,rudder1,3,RequestService,rudder1#11,,SERVICE,,153,_valueCurrent=,-0.6000000000000001,valueTarget=,-30.0,_speedCurrent=,0.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
904,0.904,B,notify,rudder_bus1,rudder_controller1,159,RequestService,rudder_controller1#1,,SERVICE,
905,0.905,B,notify,rudder_controller1_bus,rudder1,4,RequestService,rudder1#11,,SERVICE,
905,0.905,B,service,rudder_controller1_bus,rudder1,4,RequestService,rudder1#11,,SERVICE,,154,_valueCurrent=,-1.0,valueTarget=,-30.0,_speedCurrent=,0.5,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
905,0.905,B,notify,rudder_bus1,rudder_controller1,160,RequestService,rudder_controller1#1,,SERVICE,
906,0.906,B,notify,rudder_controller1_bus,rudder1,5,RequestService,rudder1#11,,SERVICE,
906,0.906,B,service,rudder_controller1_bus,rudder1,5,RequestService,rudder1#11,,SERVICE,,155,_valueCurrent=,-1.5,valueTarget=,-30.0,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
906,0.906,B,notify,rudder_bus1,rudder_controller1,161,RequestService,rudder_controller1#1,,SERVICE,
907,0.907,B,notify,rudder_controller1_bus,rudder1,6,RequestService,rudder1#11,,SERVICE,
907,0.907,B,service,rudder_controller1_bus,rudder1,6,RequestService,rudder1#11,,SERVICE,,156,_valueCurrent=,-2.1,valueTarget=,-30.0,_speedCurrent=,0.7,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
907,0.907,B,notify,rudder_bus1,rudder_controller1,162,RequestService,rudder_controller1#1,,SERVICE,
908,0.908,B,notify,rudder_controller1_bus,rudder1,7,RequestService,rudder1#11,,SERVICE,
908,0.908,B,service,rudder_controller1_bus,rudder1,7,RequestService,rudder1#11,,SERVICE,,157,_valueCurrent=,-2.8,valueTarget=,-30.0,_speedCurrent=,0.7999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
908,0.908,B,notify,rudder_bus1,rudder_controller1,163,RequestService,rudder_controller1#1,,SERVICE,
909,0.909,B,notify,rudder_controller1_bus,rudder1,8,RequestService,rudder1#11,,SERVICE,
909,0.909,B,service,rudder_controller1_bus,rudder1,8,RequestService,rudder1#11,,SERVICE,,158,_valueCurrent=,-3.5999999999999996,valueTarget=,-30.0,_speedCurrent=,0.8999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
909,0.909,B,notify,rudder_bus1,rudder_controller1,164,RequestService,rudder_controller1#1,,SERVICE,
910,0.910,B,notify,rudder_controller1_bus,rudder1,9,RequestService,rudder1#11,,SERVICE,
910,0.910,B,service,rudder_controller1_bus,rudder1,9,RequestService,rudder1#11,,SERVICE,,159,_valueCurrent=,-4.5,valueTarget=,-30.0,_speedCurrent=,0.9999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
910,0.910,B,notify,rudder_bus1,rudder_controller1,165,RequestService,rudder_controller1#1,,SERVICE,
911,0.911,B,notify,rudder_controller1_bus,rudder1,10,RequestService,rudder1#11,,SERVICE,
911,0.911,B,service,rudder_controller1_bus,rudder1,10,RequestService,rudder1#11,,SERVICE,,160,_valueCurrent=,-5.5,valueTarget=,-30.0,_speedCurrent=,1.0999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
911,0.911,B,notify,rudder_bus1,rudder_controller1,166,RequestService,rudder_controller1#1,,SERVICE,
912,0.912,B,notify,rudder_controller1_bus,rudder1,11,RequestService,rudder1#11,,SERVICE,
912,0.912,B,service,rudder_controller1_bus,rudder1,11,RequestService,rudder1#11,,SERVICE,,161,_valueCurrent=,-6.6,valueTarget=,-30.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
912,0.912,B,notify,rudder_bus1,rudder_controller1,167,RequestService,rudder_controller1#1,,SERVICE,
913,0.913,B,notify,rudder_controller1_bus,rudder1,12,RequestService,rudder1#11,,SERVICE,
913,0.913,B,service,rudder_controller1_bus,rudder1,12,RequestService,rudder1#11,,SERVICE,,162,_valueCurrent=,-7.8,valueTarget=,-30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
913,0.913,B,notify,rudder_bus1,rudder_controller1,168,RequestService,rudder_controller1#1,,SERVICE,
914,0.914,B,notify,rudder_controller1_bus,rudder1,13,RequestService,rudder1#11,,SERVICE,
914,0.914,B,service,rudder_controller1_bus,rudder1,13,RequestService,rudder1#11,,SERVICE,,163,_valueCurrent=,-9.0,valueTarget=,-30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
914,0.914,B,notify,rudder_bus1,rudder_controller1,169,RequestService,rudder_controller1#1,,SERVICE,
915,0.915,B,notify,rudder_controller1_bus,rudder1,14,RequestService,rudder1#11,,SERVICE,
915,0.915,B,service,rudder_controller1_bus,rudder1,14,RequestService,rudder1#11,,SERVICE,,164,_valueCurrent=,-10.2,valueTarget=,-30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
915,0.915,B,notify,rudder_bus1,rudder_controller1,170,RequestService,rudder_controller1#1,,SERVICE,
916,0.916,B,notify,rudder_controller1_bus,rudder1,15,RequestService,rudder1#11,,SERVICE,
916,0.916,B,service,rudder_controller1_bus,rudder1,15,RequestService,rudder1#11,,SERVICE,,165,_valueCurrent=,-11.399999999999999,valueTarget=,-30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
916,0.916,B,notify,rudder_bus1,rudder_controller1,171,RequestService,rudder_controller1#1,,SERVICE,
917,0.917,B,notify,rudder_controller1_bus,rudder1,16,RequestService,rudder1#11,,SERVICE,
917,0.917,B,service,rudder_controller1_bus,rudder1,16,RequestService,rudder1#11,,SERVICE,,166,_valueCurrent=,-12.599999999999998,valueTarget=,-30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
917,0.917,B,notify,rudder_bus1,rudder_controller1,172,RequestService,rudder_controller1#1,,SERVICE,
918,0.918,B,notify,rudder_controller1_bus,rudder1,17,RequestService,rudder1#11,,SERVICE,
918,0.918,B,service,rudder_controller1_bus,rudder1,17,RequestService,rudder1#11,,SERVICE,,167,_valueCurrent=,-13.799999999999997,valueTarget=,-30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
918,0.918,B,notify,rudder_bus1,rudder_controller1,173,RequestService,rudder_controller1#1,,SERVICE,
919,0.919,B,notify,rudder_controller1_bus,rudder1,18,RequestService,rudder1#11,,SERVICE,
919,0.919,B,service,rudder_controller1_bus,rudder1,18,RequestService,rudder1#11,,SERVICE,,168,_valueCurrent=,-14.999999999999996,valueTarget=,-30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
919,0.919,B,notify,rudder_bus1,rudder_controller1,174,RequestService,rudder_controller1#1,,SERVICE,
920,0.920,C,submit,rudder_bus1,rudder_controller1,0,RequestService,rudder_controller1#12,,UNBOUND
920,0.920,B,notify,rudder_bus1,rudder_controller1,0,RequestService,rudder_controller1#10,,CANCEL,
920,0.920,B,notify,rudder_bus1,rudder_controller1,0,RequestService,rudder_controller1#12,,TERMINATE,
920,0.920,C,submit,rudder_controller1_bus,rudder1,0,RequestService,rudder1#13,,UNBOUND
920,0.920,B,notify,rudder_controller1_bus,rudder1,0,RequestService,rudder1#13,,TERMINATE,
920,0.920,D,respond,rudder_controller1_bus,rudder1,0,RequestService,rudder1#13,,,ACCEPTED_SERVICING
920,0.920,D,respond,rudder_bus1,rudder_controller1,0,RequestService,rudder_controller1#12,,,ACCEPTED_SERVICING
920,0.920,B,notify,rudder_controller1_bus,rudder1,19,RequestService,rudder1#11,,SERVICE,
920,0.920,B,service,rudder_controller1_bus,rudder1,19,RequestService,rudder1#11,,SERVICE,,169,_valueCurrent=,-16.199999999999996,valueTarget=,-30.0,_speedCurrent=,1.0999999999999999,speedChange=DECELERATING,_isTerminating=true,isArrived=false
920,0.920,B,notify,rudder_bus1,rudder_controller1,175,RequestService,rudder_controller1#1,,SERVICE,
921,0.921,B,notify,rudder_controller1_bus,rudder1,20,RequestService,rudder1#11,,SERVICE,
921,0.921,B,service,rudder_controller1_bus,rudder1,20,RequestService,rudder1#11,,SERVICE,,170,_valueCurrent=,-17.299999999999997,valueTarget=,-30.0,_speedCurrent=,0.9999999999999999,speedChange=DECELERATING,_isTerminating=true,isArrived=false
921,0.921,B,notify,rudder_bus1,rudder_controller1,176,RequestService,rudder_controller1#1,,SERVICE,
922,0.922,B,notify,rudder_controller1_bus,rudder1,21,RequestService,rudder1#11,,SERVICE,
922,0.922,B,service,rudder_controller1_bus,rudder1,21,RequestService,rudder1#11,,SERVICE,,171,_valueCurrent=,-18.299999999999997,valueTarget=,-30.0,_speedCurrent=,0.8999999999999999,speedChange=DECELERATING,_isTerminating=true,isArrived=false
922,0.922,B,notify,rudder_bus1,rudder_controller1,177,RequestService,rudder_controller1#1,,SERVICE,
923,0.923,B,notify,rudder_controller1_bus,rudder1,22,RequestService,rudder1#11,,SERVICE,
923,0.923,B,service,rudder_controller1_bus,rudder1,22,RequestService,rudder1#11,,SERVICE,,172,_valueCurrent=,-19.199999999999996,valueTarget=,-30.0,_speedCurrent=,0.7999999999999999,speedChange=DECELERATING,_isTerminating=true,isArrived=false
923,0.923,B,notify,rudder_bus1,rudder_controller1,178,RequestService,rudder_controller1#1,,SERVICE,
924,0.924,B,notify,rudder_controller1_bus,rudder1,23,RequestService,rudder1#11,,SERVICE,
924,0.924,B,service,rudder_controller1_bus,rudder1,23,RequestService,rudder1#11,,SERVICE,,173,_valueCurrent=,-19.999999999999996,valueTarget=,-30.0,_speedCurrent=,0.7,speedChange=DECELERATING,_isTerminating=true,isArrived=false
924,0.924,B,notify,rudder_bus1,rudder_controller1,179,RequestService,rudder_controller1#1,,SERVICE,
925,0.925,B,notify,rudder_controller1_bus,rudder1,24,RequestService,rudder1#11,,SERVICE,
925,0.925,B,service,rudder_controller1_bus,rudder1,24,RequestService,rudder1#11,,SERVICE,,174,_valueCurrent=,-20.699999999999996,valueTarget=,-30.0,_speedCurrent=,0.6,speedChange=DECELERATING,_isTerminating=true,isArrived=false
925,0.925,B,notify,rudder_bus1,rudder_controller1,180,RequestService,rudder_controller1#1,,SERVICE,
926,0.926,B,notify,rudder_controller1_bus,rudder1,25,RequestService,rudder1#11,,SERVICE,
926,0.926,B,service,rudder_controller1_bus,rudder1,25,RequestService,rudder1#11,,SERVICE,,175,_valueCurrent=,-21.299999999999997,valueTarget=,-30.0,_speedCurrent=,0.5,speedChange=DECELERATING,_isTerminating=true,isArrived=false
926,0.926,B,notify,rudder_bus1,rudder_controller1,181,RequestService,rudder_controller1#1,,SERVICE,
927,0.927,B,notify,rudder_controller1_bus,rudder1,26,RequestService,rudder1#11,,SERVICE,
927,0.927,B,service,rudder_controller1_bus,rudder1,26,RequestService,rudder1#11,,SERVICE,,176,_valueCurrent=,-21.799999999999997,valueTarget=,-30.0,_speedCurrent=,0.4,speedChange=DECELERATING,_isTerminating=true,isArrived=false
927,0.927,B,notify,rudder_bus1,rudder_controller1,182,RequestService,rudder_controller1#1,,SERVICE,
